,Survived,Pclass,Age,SibSp,Parch,Fare,Single,SmallF,MedF,LargeF,AClass,Sex_code,Embarked_code,Title_code
686,0,3,14.0,4,1,3.705920919968788,0,0,0,1,42.0,1,2,2
687,0,3,19.0,0,0,2.4133032309283076,1,0,0,0,57.0,1,2,2
688,0,3,18.0,0,0,2.174274334826008,1,0,0,0,54.0,1,2,2
689,1,1,15.0,0,1,5.35817698994543,0,1,0,0,15.0,0,2,1
690,1,1,31.0,1,0,4.060443010546419,0,1,0,0,31.0,1,2,2
691,1,3,4.0,0,1,2.668387256845834,0,1,0,0,12.0,0,0,1
692,1,3,28.0,0,0,4.05171190165724,1,0,0,0,84.0,1,2,2
693,0,3,25.0,0,0,2.1071782966514356,1,0,0,0,75.0,1,0,2
694,0,1,60.0,0,0,3.3160025355989236,1,0,0,0,60.0,1,2,4
695,0,2,52.0,0,0,2.6741486494265287,1,0,0,0,104.0,1,2,2
696,0,3,44.0,0,0,2.2027647577118348,1,0,0,0,132.0,1,2,2
697,1,3,28.0,0,0,2.167143305297764,1,0,0,0,84.0,0,1,1
698,0,1,49.0,1,1,4.717456363787216,0,0,1,0,49.0,1,0,2
699,0,3,42.0,0,0,2.157559320943788,1,0,0,0,126.0,1,2,2
700,1,1,18.0,1,0,5.4316456135398825,0,1,0,0,18.0,0,0,3
701,1,1,35.0,0,0,3.3064287218760624,1,0,0,0,35.0,1,2,2
702,0,3,18.0,0,1,2.737880811060884,0,1,0,0,54.0,0,0,1
703,0,3,25.0,0,0,2.1681046787623672,1,0,0,0,75.0,1,1,2
704,0,3,26.0,1,0,2.180891922715322,0,1,0,0,78.0,1,2,2
705,0,2,39.0,0,0,3.295836866004329,1,0,0,0,78.0,1,2,2
706,1,2,45.0,0,0,2.6741486494265287,1,0,0,0,90.0,0,2,3
707,1,1,42.0,0,0,3.3064287218760624,1,0,0,0,42.0,1,2,2
708,1,1,22.0,0,0,5.027492411162679,1,0,0,0,22.0,0,2,1
709,1,3,28.0,1,1,2.7878344138303452,0,0,1,0,84.0,1,0,0
710,1,1,24.0,0,0,3.922056501139853,1,0,0,0,24.0,0,0,1
711,0,1,28.0,0,0,3.3160025355989236,1,0,0,0,28.0,1,2,2
712,1,1,48.0,1,0,3.970291913552122,0,1,0,0,48.0,1,2,2
713,0,3,29.0,0,0,2.3497835148230464,1,0,0,0,87.0,1,2,2
714,0,2,52.0,0,0,2.6390573296152584,1,0,0,0,104.0,1,2,2
715,0,3,19.0,0,0,2.157559320943788,1,0,0,0,57.0,1,2,2
716,1,1,38.0,0,0,5.4316456135398825,1,0,0,0,38.0,0,0,1
717,1,2,27.0,0,0,2.4423470353692043,1,0,0,0,54.0,0,2,1
718,0,3,28.0,0,0,2.803360380906535,1,0,0,0,84.0,1,1,2
719,0,3,33.0,0,0,2.1719067693519296,1,0,0,0,99.0,1,2,2
720,1,2,6.0,0,1,3.5263605246161616,0,1,0,0,12.0,0,2,1
721,0,3,17.0,1,0,2.086193694502369,0,1,0,0,51.0,1,2,2
722,0,2,34.0,0,0,2.6390573296152584,1,0,0,0,68.0,1,2,2
723,0,2,50.0,0,0,2.6390573296152584,1,0,0,0,100.0,1,2,2
724,1,1,27.0,1,0,3.9908341858524357,0,1,0,0,27.0,1,2,2
725,0,3,20.0,0,0,2.2682524139135403,1,0,0,0,60.0,1,2,2
726,1,2,30.0,3,0,3.091042453358316,0,0,1,0,60.0,0,2,3
727,1,3,28.0,0,0,2.1676241075599285,1,0,0,0,84.0,0,1,1
728,0,2,25.0,1,0,3.295836866004329,0,1,0,0,50.0,1,2,2
729,0,3,25.0,1,0,2.188856327665703,0,1,0,0,75.0,0,2,1
730,1,1,29.0,0,0,5.35817698994543,1,0,0,0,29.0,0,2,1
731,0,3,11.0,0,0,2.9850504252071306,1,0,0,0,33.0,1,0,2
732,0,2,28.0,0,0,0.0,1,0,0,0,56.0,1,2,2
733,0,2,23.0,0,0,2.6390573296152584,1,0,0,0,46.0,1,2,2
734,0,2,23.0,0,0,2.6390573296152584,1,0,0,0,46.0,1,2,2
735,0,3,28.5,0,0,2.8390784635086144,1,0,0,0,85.5,1,2,2
736,0,3,48.0,1,3,3.5660053559634015,0,0,0,1,144.0,0,2,3
737,1,1,35.0,0,0,6.240917354759096,1,0,0,0,35.0,1,0,2
738,0,3,28.0,0,0,2.1855792552411137,1,0,0,0,84.0,1,2,2
739,0,3,28.0,0,0,2.1855792552411137,1,0,0,0,84.0,1,2,2
740,1,1,28.0,0,0,3.4339872044851463,1,0,0,0,28.0,1,2,2
741,0,1,36.0,1,0,4.380149874661021,0,1,0,0,36.0,1,2,2
742,1,1,21.0,2,2,5.5735788721243535,0,0,0,1,21.0,0,0,1
743,0,3,24.0,1,0,2.8390784635086144,0,1,0,0,72.0,1,2,2
744,1,3,31.0,0,0,2.188856327665703,1,0,0,0,93.0,1,2,2
745,0,1,70.0,1,1,4.276666119016055,0,0,1,0,70.0,1,2,4
746,0,3,16.0,1,1,3.056356895370426,0,0,1,0,48.0,1,2,2
747,1,2,30.0,0,0,2.6390573296152584,1,0,0,0,60.0,0,2,1
748,0,1,19.0,1,0,3.9908341858524357,0,1,0,0,19.0,1,2,2
749,0,3,31.0,0,0,2.169053700369523,1,0,0,0,93.0,1,1,2
750,1,2,4.0,1,1,3.1780538303479458,0,0,1,0,8.0,0,2,1
751,1,3,6.0,0,1,2.600836116795061,0,1,0,0,18.0,1,2,0
752,0,3,33.0,0,0,2.3513752571634776,1,0,0,0,99.0,1,2,2
753,0,3,23.0,0,0,2.1855792552411137,1,0,0,0,69.0,1,2,2
754,1,2,48.0,1,2,4.189654742026425,0,0,1,0,96.0,0,2,3
755,1,2,0.67,1,1,2.740840023925201,0,0,1,0,1.34,1,2,0
756,0,3,28.0,0,0,2.174274334826008,1,0,0,0,84.0,1,2,2
757,0,2,18.0,0,0,2.5257286443082556,1,0,0,0,36.0,1,2,2
758,0,3,34.0,0,0,2.2027647577118348,1,0,0,0,102.0,1,2,2
759,1,1,33.0,0,0,4.471638793363569,1,0,0,0,33.0,0,2,4
760,0,3,28.0,0,0,2.740840023925201,1,0,0,0,84.0,1,2,2
761,0,3,41.0,0,0,2.094945728215801,1,0,0,0,123.0,1,2,2
762,1,3,20.0,0,0,2.1076888046179385,1,0,0,0,60.0,1,0,2
763,1,1,36.0,1,2,4.795790545596741,0,0,1,0,36.0,0,2,3
764,0,3,16.0,0,0,2.1719067693519296,1,0,0,0,48.0,1,2,2
765,1,1,51.0,1,0,4.368919865004903,0,1,0,0,51.0,0,2,3
766,0,1,28.0,0,0,3.703768066607687,1,0,0,0,28.0,1,0,4
767,0,3,30.5,0,0,2.169053700369523,1,0,0,0,91.5,0,1,1
768,0,3,28.0,1,0,3.224857896545748,0,1,0,0,84.0,1,1,2
769,0,3,32.0,0,0,2.236712348843338,1,0,0,0,96.0,1,2,2
770,0,3,24.0,0,0,2.3513752571634776,1,0,0,0,72.0,1,2,2
771,0,3,48.0,0,0,2.180891922715322,1,0,0,0,144.0,1,2,2
772,0,2,57.0,0,0,2.4423470353692043,1,0,0,0,114.0,0,2,3
773,0,3,28.0,0,0,2.1071782966514356,1,0,0,0,84.0,1,0,2
774,1,2,54.0,1,3,3.1780538303479458,0,0,0,1,108.0,0,2,3
775,0,3,18.0,0,0,2.169053700369523,1,0,0,0,54.0,1,2,2
776,0,3,28.0,0,0,2.169053700369523,1,0,0,0,84.0,1,1,2
777,1,3,5.0,0,0,2.600836116795061,1,0,0,0,15.0,0,2,1
778,0,3,28.0,0,0,2.1676241075599285,1,0,0,0,84.0,1,1,2
779,1,1,43.0,0,1,5.35817698994543,0,1,0,0,43.0,0,2,3
780,1,3,13.0,0,0,2.1076888046179385,1,0,0,0,39.0,0,0,1
781,1,1,17.0,1,0,4.060443010546419,0,1,0,0,17.0,0,2,3
782,0,1,29.0,0,0,3.4339872044851463,1,0,0,0,29.0,1,2,2
783,0,3,28.0,1,2,3.196630215920881,0,0,1,0,84.0,1,2,2
784,0,3,25.0,0,0,2.0856720914304723,1,0,0,0,75.0,1,2,2
785,0,3,25.0,0,0,2.1102132003465894,1,0,0,0,75.0,1,2,2
786,1,3,18.0,0,0,2.139571923732859,1,0,0,0,54.0,0,2,1
787,0,3,8.0,4,1,3.405355391810819,0,0,0,1,24.0,1,1,0
788,1,3,1.0,1,2,3.0715352369694915,0,0,1,0,3.0,1,2,0
789,0,1,46.0,0,0,4.384523514872469,1,0,0,0,46.0,1,0,2
790,0,3,28.0,0,0,2.169053700369523,1,0,0,0,84.0,1,1,2
791,0,2,16.0,0,0,3.295836866004329,1,0,0,0,32.0,1,2,2
792,0,3,28.0,8,2,4.256321678298823,0,0,0,1,84.0,0,2,1
793,0,1,28.0,0,0,3.4561841799918147,1,0,0,0,28.0,1,0,2
794,0,3,25.0,0,0,2.1855792552411137,1,0,0,0,75.0,1,2,2
795,0,2,39.0,0,0,2.6390573296152584,1,0,0,0,78.0,1,2,2
796,1,1,49.0,0,0,3.2932111997353943,1,0,0,0,49.0,0,2,4
797,1,3,31.0,0,0,2.270402752283094,1,0,0,0,93.0,0,2,3
798,0,3,30.0,0,0,2.1076888046179385,1,0,0,0,90.0,1,0,2
799,0,3,30.0,1,1,3.224857896545748,0,0,1,0,90.0,0,2,3
800,0,2,34.0,0,0,2.6390573296152584,1,0,0,0,68.0,1,2,2
801,1,2,31.0,1,1,3.305053521109253,0,0,1,0,62.0,0,2,3
802,1,1,11.0,1,2,4.795790545596741,0,0,1,0,11.0,1,2,0
803,1,3,0.42,0,1,2.2530481500547457,0,1,0,0,1.26,1,0,0
804,1,3,27.0,0,0,2.076311648670908,1,0,0,0,81.0,1,2,2
805,0,3,31.0,0,0,2.1719067693519296,1,0,0,0,93.0,1,2,2
806,0,1,39.0,0,0,0.0,1,0,0,0,39.0,1,2,2
807,0,3,18.0,0,0,2.1719067693519296,1,0,0,0,54.0,0,2,1
808,0,2,39.0,0,0,2.6390573296152584,1,0,0,0,78.0,1,2,2
809,1,1,33.0,1,0,3.9908341858524357,0,1,0,0,33.0,0,2,3
810,0,3,26.0,0,0,2.184645795129359,1,0,0,0,78.0,1,2,2
811,0,3,39.0,0,0,3.224857896545748,1,0,0,0,117.0,1,2,2
812,0,2,35.0,0,0,2.4423470353692043,1,0,0,0,70.0,1,2,2
813,0,3,6.0,4,2,3.4742929367327062,0,0,0,1,18.0,0,2,1
814,0,3,30.5,0,0,2.2027647577118348,1,0,0,0,91.5,1,2,2
815,0,1,28.0,0,0,0.0,1,0,0,0,28.0,1,2,2
816,0,3,23.0,0,0,2.188856327665703,1,0,0,0,69.0,0,2,1
817,0,2,31.0,1,1,3.637696679934592,0,0,1,0,62.0,1,0,2
818,0,3,43.0,0,0,2.0082140323914683,1,0,0,0,129.0,1,2,2
819,0,3,10.0,3,2,3.3638415951183864,0,0,0,1,30.0,1,2,0
820,1,1,52.0,1,1,4.548599834499697,0,0,1,0,52.0,0,2,3
821,1,3,27.0,0,0,2.2682524139135403,1,0,0,0,81.0,1,2,2
822,0,1,38.0,0,0,0.0,1,0,0,0,38.0,1,2,4
823,1,3,27.0,0,1,2.600836116795061,0,1,0,0,81.0,0,2,3
824,0,3,2.0,4,1,3.705920919968788,0,0,0,1,6.0,1,2,0
825,0,3,28.0,0,0,2.0731719286662407,1,0,0,0,84.0,1,1,2
826,0,3,28.0,0,0,4.05171190165724,1,0,0,0,84.0,1,2,2
827,1,2,1.0,0,2,3.637696679934592,0,0,1,0,2.0,1,0,0
828,1,3,28.0,0,0,2.169053700369523,1,0,0,0,84.0,1,1,2
829,1,1,62.0,0,0,4.394449154672439,1,0,0,0,62.0,0,2,3
830,1,3,15.0,1,0,2.737880811060884,0,1,0,0,45.0,0,0,3
831,1,2,0.83,1,1,2.9831534913471307,0,0,1,0,1.66,1,2,0
832,0,3,28.0,0,0,2.1076888046179385,1,0,0,0,84.0,1,0,2
833,0,3,23.0,0,0,2.180891922715322,1,0,0,0,69.0,1,2,2
834,0,3,18.0,0,0,2.2300144001592104,1,0,0,0,54.0,1,2,2
835,1,1,39.0,1,1,4.432699549165613,0,0,1,0,39.0,0,0,1
836,0,3,21.0,0,0,2.2682524139135403,1,0,0,0,63.0,1,2,2
837,0,3,28.0,0,0,2.2027647577118348,1,0,0,0,84.0,1,2,2
838,1,3,32.0,0,0,4.05171190165724,1,0,0,0,96.0,1,2,2
839,1,1,28.0,0,0,3.4242626545931514,1,0,0,0,28.0,1,0,2
840,0,3,20.0,0,0,2.188856327665703,1,0,0,0,60.0,1,2,2
841,0,2,16.0,0,0,2.4423470353692043,1,0,0,0,32.0,1,2,2
842,1,1,30.0,0,0,3.4657359027997265,1,0,0,0,30.0,0,0,1
843,0,3,34.5,0,0,2.006534770871748,1,0,0,0,103.5,1,0,2
844,0,3,17.0,0,0,2.2682524139135403,1,0,0,0,51.0,1,2,2
845,0,3,42.0,0,0,2.145931282948669,1,0,0,0,126.0,1,2,2
846,0,3,28.0,8,2,4.256321678298823,0,0,0,1,84.0,1,2,2
847,0,3,35.0,0,0,2.1855792552411137,1,0,0,0,105.0,1,0,2
848,0,2,28.0,0,1,3.5263605246161616,0,1,0,0,56.0,1,2,4
849,1,1,28.0,1,0,4.500966778400217,0,1,0,0,28.0,0,0,3
850,0,3,4.0,4,2,3.4742929367327062,0,0,0,1,12.0,1,2,0
851,0,3,74.0,0,0,2.1719067693519296,1,0,0,0,222.0,1,2,2
852,0,3,9.0,1,1,2.7878344138303452,0,0,1,0,27.0,0,0,1
853,1,1,16.0,0,1,3.6988297849671046,0,1,0,0,16.0,0,2,1
854,0,2,44.0,1,0,3.295836866004329,0,1,0,0,88.0,0,2,3
855,1,3,18.0,0,1,2.336986519711378,0,1,0,0,54.0,0,2,3
856,1,1,45.0,1,1,5.11118445372147,0,0,1,0,45.0,0,2,3
857,1,1,51.0,0,0,3.3160025355989236,1,0,0,0,51.0,1,2,2
858,1,3,24.0,0,3,3.0085645861193133,0,0,1,0,72.0,0,0,3
859,0,3,28.0,0,0,2.1076888046179385,1,0,0,0,84.0,1,0,2
860,0,3,41.0,2,0,2.7152442616824506,0,0,1,0,123.0,1,2,2
861,0,2,21.0,1,0,2.5257286443082556,0,1,0,0,42.0,1,2,2
862,1,1,48.0,0,0,3.2932111997353943,1,0,0,0,48.0,0,2,3
863,0,3,28.0,8,2,4.256321678298823,0,0,0,1,84.0,0,2,1
864,0,2,24.0,0,0,2.6390573296152584,1,0,0,0,48.0,1,2,2
865,1,2,42.0,0,0,2.6390573296152584,1,0,0,0,84.0,0,2,3
866,1,2,27.0,1,0,2.698558631668595,0,1,0,0,54.0,0,0,1
867,0,1,31.0,0,0,3.941500250945973,1,0,0,0,31.0,1,2,2
868,0,3,28.0,0,0,2.3513752571634776,1,0,0,0,84.0,1,2,2
869,1,3,4.0,1,1,2.495953738718064,0,0,1,0,12.0,1,2,0
870,0,3,26.0,0,0,2.1855792552411137,1,0,0,0,78.0,1,2,2
871,1,1,47.0,1,1,3.9806942251907276,0,0,1,0,47.0,0,2,3
872,0,1,33.0,0,0,1.791759469228055,1,0,0,0,33.0,1,2,2
873,0,3,47.0,0,0,2.302585092994046,1,0,0,0,141.0,1,2,2
874,1,2,28.0,1,0,3.2188758248682006,0,1,0,0,56.0,0,0,3
875,1,3,15.0,0,0,2.1071782966514356,1,0,0,0,45.0,0,0,1
876,0,3,20.0,0,0,2.3837779082709782,1,0,0,0,60.0,1,2,2
877,0,3,19.0,0,0,2.1855792552411137,1,0,0,0,57.0,1,2,2
878,0,3,28.0,0,0,2.1855792552411137,1,0,0,0,84.0,1,2,2
879,1,1,56.0,0,1,4.432699549165613,0,1,0,0,56.0,0,0,3
880,1,2,25.0,0,1,3.295836866004329,0,1,0,0,50.0,0,2,3
881,0,3,33.0,0,0,2.1855792552411137,1,0,0,0,99.0,1,2,2
882,0,3,22.0,0,0,2.4437981558973862,1,0,0,0,66.0,0,2,1
883,0,2,28.0,0,0,2.4423470353692043,1,0,0,0,56.0,1,2,2
884,0,3,25.0,0,0,2.0856720914304723,1,0,0,0,75.0,1,2,2
885,0,3,39.0,0,5,3.405355391810819,0,0,0,1,117.0,0,1,3
886,0,2,27.0,0,0,2.6390573296152584,1,0,0,0,54.0,1,2,4
887,1,1,19.0,0,0,3.4339872044851463,1,0,0,0,19.0,0,2,1
888,0,3,28.0,1,2,3.196630215920881,0,0,1,0,84.0,0,2,1
889,1,1,26.0,0,0,3.4339872044851463,1,0,0,0,26.0,1,0,2
890,0,3,32.0,0,0,2.169053700369523,1,0,0,0,96.0,1,1,2
